mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,spectral_centroid,chroma_stft,spectral_rolloff,zero_crossing_rate,rms,genre
-239.03807,108.65722,34.15189,30.23917,-0.4757436,27.292637,-21.379398,14.150509,-24.510178,-1.8840464,-28.050291,-11.25665,-16.47693,-7.637185,-12.799123,-15.357241,-13.729804,-7.3977785,-10.089319,-13.291538,1430.5981944868504,0.26082012,3246.7553673144835,0.04196988982681889,0.13312429,blues
-217.23868,105.792366,15.617071,25.256382,-1.4402742,30.18982,-17.71522,17.318172,-27.209528,4.339167,-20.059492,-10.695943,-14.220667,-5.1562176,-3.4732654,-6.189413,-15.326928,-6.845921,-9.82767,-13.943093,1536.7310778930728,0.2621187,3600.91989239672,0.04570040392801858,0.13591798,blues
-171.8102,120.280624,15.327534,21.090452,-5.419299,24.189468,-24.138222,18.551985,-22.348906,1.3031795,-20.763931,-4.9888506,-17.118929,-7.886533,-15.30893,-9.351313,-8.913868,-8.525088,-14.333636,-19.933723,1507.1047288496127,0.28824988,3405.4127412683824,0.045430186363196595,0.17330876,blues
-200.19609,116.34013,18.00621,25.313562,0.29173443,24.192478,-22.255909,11.186425,-26.848732,-7.6384597,-24.889929,-12.015525,-17.017956,-8.120277,-11.956443,-12.609148,-14.181588,-8.206693,-15.028046,-10.327059,1247.4080160193946,0.23319606,2621.5758143563758,0.03690378289473684,0.19774859,blues
-328.68088,102.71113,19.895554,26.732681,7.151481,22.704802,-6.9743266,12.781994,-10.7257805,-0.433661,-12.373165,-8.907053,-9.2401085,-9.106373,-9.001113,-7.6363454,-7.1891537,-9.366816,-4.469685,-3.6831248,1188.1011591132929,0.2486835,2339.3941873367357,0.04816032858455882,0.069129966,blues
-192.69382,111.18816,21.37331,26.392143,-0.6483752,23.48088,-25.470795,16.924429,-16.979984,5.79015,-25.725246,-5.045352,-17.632244,-7.9208665,-15.150279,-12.345927,-17.235107,-7.7819333,-13.042012,-17.948872,1513.5200525685516,0.26589647,3449.8458059210525,0.044378038530379256,0.1680856,blues
-301.70715,111.53472,21.896408,16.14818,8.19624,22.085075,-8.614954,1.4815573,-17.084373,-8.345809,-17.013063,-10.57562,-15.689096,-12.605565,-12.253903,-14.553243,-10.10251,-5.7855344,-7.775144,-7.1861954,1151.378029921571,0.25535825,2312.5276831281444,0.03533878857875387,0.08583747,blues
-110.284325,90.705605,-2.5283113,74.052734,-11.746768,39.214577,-13.1743,20.531588,-17.167608,12.827254,-21.434446,5.952132,-8.032605,4.243276,-16.482641,6.545287,-5.693636,-3.6378522,-4.857603,1.8532672,2272.5176192636222,0.39779353,5108.277444278493,0.09765700585332818,0.13483502,blues
-107.18975,88.47057,-4.1777873,55.48549,-8.01038,38.416542,-6.402575,28.576523,-19.820787,13.252739,-19.239794,12.076225,-4.583088,3.789716,-16.9937,11.62496,-7.362244,-3.6578155,-7.1791234,1.9747294,2390.7715766040606,0.38709408,5403.758990875339,0.10228887504837461,0.12912002,blues
-159.56772,69.78482,-4.3918796,76.85114,3.9159086,45.167534,-4.867353,32.200516,-9.796341,7.812512,-21.826967,9.68244,-2.591589,3.3045382,-14.970442,10.232262,-4.08953,-5.8507586,-2.4700007,6.6611314,2302.0756478879343,0.37768537,5188.535292303599,0.09786448759191177,0.11095126,blues
-109.195,100.62705,-8.620549,47.36422,-6.559237,39.620792,-8.523994,29.564737,-16.583515,13.170685,-24.20932,6.5919027,-8.641899,4.917566,-15.442783,1.5376118,-6.739273,1.4151819,-3.9658139,3.2878773,2155.6312958781195,0.39904937,5011.978026587896,0.08716538373161764,0.12724723,blues
-109.53234,86.9265,-8.624988,64.4895,-6.306033,43.64582,-8.293101,28.546427,-14.08159,8.136633,-21.490425,11.086615,-5.0944667,3.9787703,-12.864777,12.342426,0.020586634,-0.73923945,-5.1304502,3.3071303,2279.265543032408,0.39016002,5198.476898854731,0.09257049088138544,0.136178,blues
-163.24313,89.78489,12.977459,80.69248,3.6667745,39.74513,-5.4003787,26.49867,-13.163737,2.7070134,-20.552906,6.0071893,-2.908132,-0.43483505,-17.545372,4.1541677,-5.9900985,-7.8620358,-8.565295,1.8571713,1739.0461604116053,0.4297208,4551.180812965606,0.048051863631965945,0.14830446,blues
-182.66501,90.68653,14.118146,67.55459,2.6876104,38.431614,-8.420627,24.123554,-13.787512,4.8449693,-16.676622,5.823079,-5.1492887,0.19378851,-14.486603,6.864802,-4.4448314,-2.9868777,-4.82117,5.399324,1912.443629773089,0.38791007,4776.687782689145,0.05842595056114551,0.1025371,blues
-149.97588,93.640755,6.336243,71.51115,-8.113178,36.21202,-9.784973,17.641598,-21.119005,-0.12590301,-22.20099,5.435663,-7.4677796,-4.3329644,-12.409766,9.624794,-5.0242405,-3.7063131,2.3359406,4.162244,2013.3644495068743,0.33643752,4849.570675309597,0.07534497145897832,0.11219596,blues
-106.34815,102.64147,-20.172258,59.37521,-9.9672785,33.70612,-14.182175,23.516735,-13.329083,16.02607,-18.923176,7.8317676,-7.8003836,4.0504375,-11.348732,2.0717623,-5.7422743,0.46529797,-1.9167938,-3.1317527,2148.749819335174,0.37941048,4673.621739248742,0.09881232766544118,0.12392563,blues
-255.97383,110.82752,21.460573,67.588135,4.2883115,43.11846,-4.508348,10.442597,-8.718592,1.6548898,-20.58779,-2.430674,-7.144061,-11.172763,-12.612459,2.7417226,-8.942421,-7.946157,-2.3538342,-0.71479535,1318.6237037811225,0.27759212,3046.8565760751258,0.03997292533378483,0.08856345,blues
-83.00168,107.06744,-25.32368,57.122074,0.08129873,34.708904,-11.047215,20.53328,-11.220151,14.839782,-10.229966,12.542858,-9.772626,2.560521,-6.298749,3.0084887,-8.717001,-0.32524619,-2.9847345,0.7146168,1945.6207939267476,0.40090895,4175.766416378435,0.08580598152089783,0.18233933,blues
-55.59663,114.95122,-37.06935,64.90438,-7.164943,15.254702,-16.23533,18.643576,-9.752286,21.46539,-5.6520977,12.78424,-16.537031,3.797079,-7.8952417,8.47764,-4.067899,3.2060177,-5.1801424,-1.2800463,1977.1089040094187,0.39371133,3942.8761579672987,0.1066270952254257,0.19665055,blues
-225.30031,117.64152,-14.544607,64.80238,12.931657,19.029236,10.688534,9.883125,-2.382837,11.688008,1.5453439,3.0493674,-7.628483,-8.961092,-4.3512707,-0.0652848,-2.5532408,-3.436927,-3.8674521,1.3170226,1443.2688618053005,0.3390607,3069.306440323868,0.06719384916795666,0.098878264,blues
-76.75777,105.77048,-43.208836,60.950108,-8.791272,21.24678,-12.877674,18.621216,-11.3991165,14.5500555,-6.057421,12.74034,-9.374367,1.3606244,-3.6204464,7.0045776,-4.063001,-0.26885948,-3.7049413,-0.49661157,2171.1586190945404,0.41249087,4237.0993788397345,0.13280229598006965,0.16826628,blues
-58.0011,109.01412,-36.218388,64.04036,1.4301568,26.315119,-17.482681,20.431017,-9.543072,18.177134,-6.057144,13.878273,-11.2975645,4.668999,-6.410602,3.2177248,-8.079231,-1.7114851,-5.424766,-2.5814133,2030.3725287964605,0.4528756,4062.6921001233554,0.10338599615421827,0.20081738,blues
-98.69757,104.80117,-35.10867,60.695045,-2.839327,22.231003,-7.8374567,19.03072,-11.578804,17.021759,-5.3873515,12.199111,-9.960819,0.35878792,-4.2613454,6.1379223,-4.8302402,1.4995238,-1.494247,3.505638,2032.1200141615245,0.4328375,4023.509003724845,0.11316673822078173,0.15775262,blues
-145.42917,102.859566,-12.542131,56.96205,2.2472627,26.607046,-4.2670345,17.337631,-7.9970345,15.232127,-6.937478,7.4603834,-10.468326,-2.3522398,-6.7850842,2.668579,-4.7798715,-0.9447567,0.030942604,-2.0021632,1810.9603368829592,0.3910314,3927.2429191660217,0.07547951335139319,0.13766219,blues
-92.76854,115.340775,-35.060043,57.853596,1.8453194,26.61206,-14.544862,22.132044,-8.207086,11.007707,-5.6440945,7.2728615,-10.202147,1.3271272,-4.106722,0.97495973,-6.550567,-0.6835875,-2.1250021,-1.5218053,1886.705706255258,0.42432162,3828.0685188600523,0.08992387045278638,0.17587894,blues
-95.45586,105.22937,-26.962673,60.836983,-4.847295,21.54521,-13.523774,12.135234,-20.232876,12.151344,-5.229753,10.264026,-9.45371,3.8617468,-10.19307,3.5858996,-3.0982797,0.2006808,0.84102994,-3.4205225,2068.3276532886216,0.35666832,4231.51607926785,0.10437162889415634,0.16195586,blues
-86.25098,91.9421,-23.4035,68.2495,-3.8901277,22.74218,-9.895618,16.891766,-11.393833,18.429016,-7.011849,10.766728,-11.93729,1.0025736,-5.9223037,5.314186,-6.139845,1.9491451,-5.0979905,-0.6654878,2235.9219734301396,0.40606847,4390.048453977603,0.14228825524864552,0.16994148,blues
-67.805534,111.709366,-34.657303,61.34179,0.045181368,30.571093,-12.704327,21.166828,-13.13489,16.2878,-6.343271,12.295478,-12.483006,1.6834177,-5.147794,4.6469026,-6.9180565,1.048274,-4.7390194,-0.6583496,1946.5344115984576,0.43093038,3955.776079963235,0.09745368130804953,0.19614176,blues
-82.485886,94.170334,-27.139204,75.66251,-27.52998,35.58903,-20.298962,25.121317,-15.379852,11.346787,-13.4022875,8.153382,-8.504349,8.285464,-10.359799,-3.4602373,-5.226152,-2.5910995,-8.365251,-6.9781156,2503.952796432079,0.45192987,5077.135965920085,0.16758439858262383,0.14170721,blues
-144.99365,95.742805,-21.61032,49.62971,-29.898346,29.358599,-18.849941,17.890139,-9.674273,5.5135674,-9.5545635,6.3690124,-21.091816,2.4598293,-9.537456,-1.4153433,-9.326942,5.140728,-8.113004,-2.449215,2279.808618295741,0.31181914,4732.271384602361,0.11714895148026316,0.10619286,blues
-129.11397,72.11977,-7.765846,49.26091,-32.721977,21.608433,-27.37464,15.002842,-10.258776,12.437438,-17.034569,7.118173,-18.020405,2.9276602,-14.486264,4.0620627,-14.537421,7.2582917,-8.20802,-1.9981062,2839.267572265232,0.33039844,5710.907133592541,0.15435583155959753,0.096282795,blues
-85.17353,88.81205,-16.331642,59.223236,-35.993603,14.391535,-22.306257,9.651897,-14.823916,11.181605,-14.808832,8.478196,-19.59089,6.4134293,-13.782541,6.1157637,-13.154796,3.9341369,-7.6171,3.7527037,2553.2225631938227,0.33248457,5148.04387048302,0.14685171971749225,0.11736054,blues
-118.37033,74.86732,-19.869467,46.947586,-32.569054,23.835136,-26.374111,17.692514,-13.826244,11.946739,-17.888779,7.555983,-22.900583,4.764417,-12.797208,5.6202664,-14.7387495,6.6824026,-9.169973,-2.2361934,2816.7459196931127,0.29269594,5614.507716506628,0.14631846519446595,0.10030478,blues
-116.546364,97.444626,-13.895614,48.974857,-22.594566,27.76544,-20.240068,18.63935,-14.6516695,8.481434,-16.655897,11.001678,-13.869425,9.742047,-5.09433,2.6373723,-9.890765,6.1601152,-7.6891356,-4.8510084,2340.3362115325713,0.3748415,4972.26993336397,0.1217751517753483,0.11046952,blues
-95.46325,101.38038,-20.697004,48.66807,-30.27181,20.812763,-18.313585,14.146872,-12.79889,13.44428,-14.0782,7.732656,-19.232273,2.8622496,-9.816176,6.9179144,-11.309344,8.943026,-2.960888,-0.97386485,2258.5305012842978,0.33793774,4755.35457835478,0.11276500217685759,0.12903935,blues
-113.19473,88.70587,-8.925187,49.48269,-34.573833,15.864125,-17.744791,14.710542,-11.202001,15.367768,-15.07657,8.7476635,-18.631788,5.4699717,-9.263917,8.01712,-9.552175,5.871999,-4.401514,3.614706,2513.747081320468,0.2895239,5247.468269277283,0.13514619715073528,0.103048086,blues
-121.42954,96.12303,-19.616804,48.020565,-38.80819,24.758066,-32.945824,8.104195,-17.81152,6.113286,-19.998335,6.7939243,-19.340662,-0.1092119,-12.248764,-4.9202304,-10.407991,-2.0489688,-1.765213,-3.9528494,2370.9632922676196,0.29198298,5004.08640764077,0.12514096664570434,0.11654019,blues
-133.0444,105.72736,-22.146265,41.81865,-26.996668,19.124523,-26.56932,19.24604,-15.334524,6.9896555,-10.818551,6.7937427,-11.729829,4.40094,-6.044507,1.9662837,-12.326304,3.2550435,-8.811428,-3.3753583,2159.5483196611644,0.3226874,4685.038336880805,0.0983489895752709,0.10612649,blues
-89.391495,93.78779,-14.57109,54.391533,-33.51502,19.421158,-19.763674,13.022463,-13.869494,14.611718,-14.970264,10.589298,-18.023413,6.658279,-10.205867,6.529359,-10.848846,3.3216321,-6.18753,2.9994206,2429.3359591758494,0.30524948,5065.152705047891,0.13468663832720587,0.12049466,blues
-118.68192,87.62362,6.558794,45.09805,-38.915707,20.813007,-26.863337,13.798009,-17.23861,5.1101575,-15.709853,3.981842,-27.549044,3.0477698,-15.956566,10.867771,-12.65191,2.823709,-13.335965,-4.3752894,2595.2893633321164,0.30702648,5660.282439713139,0.12924562814434984,0.10387338,blues
-30.129288,103.7448,-19.76573,56.411625,-12.72487,20.194227,-17.348097,16.309156,-18.444427,8.932052,-11.661623,11.210426,-8.851257,9.101229,-3.5740457,4.384886,-2.8308275,4.7261167,0.4824233,1.4773943,2094.775833910308,0.34202734,4482.2562297431305,0.10056968665344428,0.2596552,blues
-56.032894,87.84067,-1.6012415,41.205364,-5.620271,27.784927,-24.002584,21.768122,-18.42899,12.328123,-13.717032,11.850819,-3.9822721,7.09853,-4.468587,5.122545,-6.652361,5.871458,-3.6964025,-1.9647617,2515.8691600222824,0.36717397,5771.615099833108,0.12091612446787926,0.19690311,blues
-86.33549,92.7005,-15.399187,54.05201,0.8667875,31.560293,-14.622711,23.325447,-14.978638,15.339354,-7.0493617,12.182225,-6.110912,7.021336,-5.8126974,7.440921,-6.0741916,3.3776991,-4.2786126,1.2500927,2225.1768658281667,0.46645755,4703.588224712171,0.10858664497871517,0.19203044,blues
-52.701164,74.455414,-18.715458,56.307217,-3.9593265,31.987156,-16.45779,22.41769,-12.262029,27.228352,-9.233885,7.8071027,-10.567175,6.944951,-9.136492,13.022678,-9.85732,3.6924512,-4.954326,4.4225,2645.5300364910313,0.36558747,5611.974398491921,0.1364685625483746,0.2189702,blues
-29.03915,104.53732,-30.978956,38.15443,-7.991592,30.89167,-20.596235,25.83078,-12.959671,16.941612,-12.263682,10.786708,-10.564546,6.8762565,-10.298928,6.96821,-10.256611,0.70444226,-6.006501,1.3486158,2206.7704721917903,0.40887603,4657.321837812016,0.11152578064531733,0.24310125,blues
-2.5510163,101.25788,-33.92729,41.518402,-13.815158,31.920723,-21.8686,24.45895,-15.881364,15.794475,-14.372411,12.507441,-13.373969,6.1127505,-9.06967,5.0332956,-11.333126,3.1684957,-4.5717015,-4.033881,2333.716389709888,0.4142576,4942.928444121275,0.12386319659442724,0.25794896,blues
-3.5590723,92.92779,-25.118544,45.18721,-10.871894,31.86242,-18.057922,28.628012,-10.234054,14.673487,-14.906988,14.751648,-15.60978,9.549894,-14.79873,2.0748363,-13.824648,3.5714698,-5.971642,-1.6474386,2443.2389164951205,0.42153448,5267.559814453125,0.12473545133513932,0.2707483,blues
-54.747242,119.48588,-34.86474,37.537148,-15.886235,22.081095,-14.668315,18.534313,-9.643758,11.258854,-11.732052,11.539119,-6.4307194,1.7856675,-5.876253,0.38029101,-9.063585,-2.0153258,-5.416969,0.028836064,1827.1513096464714,0.36825618,3743.635696080447,0.09403873597136223,0.24234188,blues
-26.955238,107.34024,-46.812206,40.932655,-21.469862,24.816854,-18.947702,15.260987,-15.0442505,12.270949,-15.239539,14.331287,-13.830045,7.565649,-6.1833706,0.33221096,-6.835121,0.9706789,-7.571379,2.9214706,2116.8942510812694,0.38028282,4195.97462751548,0.12727247303115324,0.24817622,blues
-29.400257,108.69148,-25.5899,38.44014,-18.353867,21.7857,-25.172712,22.406967,-17.606058,14.675623,-12.086358,5.462191,-7.70603,7.410018,-11.327915,7.2359223,-9.470523,1.9366982,-6.331344,-1.3017333,2141.332015271235,0.3388864,4627.63035068571,0.10515129160216719,0.25125322,blues
-19.893549,98.89588,-24.47666,49.585854,-16.200876,30.19781,-18.029512,27.554832,-11.405636,14.877995,-8.908682,11.671264,-10.886021,9.310545,-5.8320613,9.2586565,-4.0494967,3.2510269,-3.466164,2.3792586,2314.8192389666888,0.42735606,5036.269546367066,0.11795053393479102,0.25118035,blues
-38.994843,112.03825,-31.817707,38.240677,-6.320669,23.330563,-18.778877,23.932186,-10.934216,13.2348585,-14.38119,13.326929,-10.922,9.794659,-5.0327086,7.2013955,-6.7550354,2.6630874,-4.3824415,0.41451108,2061.202741434345,0.39630073,4221.307807662539,0.11339689555921052,0.23509325,blues
-180.14874,131.41078,0.5733359,43.165672,14.135554,25.621374,-5.315874,12.034328,-13.538714,-1.0941217,-7.614392,2.7180743,0.774272,1.9981467,-6.0900593,3.488055,-8.33755,3.2056522,-0.9303994,-2.2530375,1312.3500760815823,0.31538674,2637.734049983069,0.059416496347716716,0.15017585,blues
